"order_purchase_timestamp","product_category_name_english","sales_volume","revenue","yhat"
2017-01-17,"toys",5,425.78,1.95522597822854
2017-01-17,"watches_gifts",1,379,-0.0524234570210826
2017-01-18,"auto",1,117.3,3.69266374370268
2017-01-18,"baby",4,282.88,1.87843421185876
2017-01-18,"bed_bath_table",1,68.9,1.79392087499502
2017-01-18,"computers_accessories",3,240.7,1.30906294077216
2017-01-18,"electronics",1,60,2.09401647329352
2017-01-18,"furniture_decor",10,367.09,8.92606521562766
2017-01-18,"garden_tools",1,33.99,3.54203234054522
2017-01-18,"health_beauty",3,613.89,3.98164744244149
2017-01-18,"housewares",1,173.85,2.35122038574971
2017-01-18,"sports_leisure",3,167.89,3.8473253069221
2017-01-18,"toys",3,280.89,1.52196161203761
2017-01-18,"watches_gifts",1,189,-0.0125359529179437
2017-01-19,"auto",3,152.3,3.32197873815541
2017-01-19,"baby",11,549.99,1.73138742704288
2017-01-19,"bed_bath_table",3,289.3,2.81075401609606
2017-01-19,"computers_accessories",1,84.9,2.183936727734
2017-01-19,"electronics",1,29.5,1.65959676408308
2017-01-19,"furniture_decor",17,1664.97,9.624716766163
2017-01-19,"health_beauty",1,145,3.31367406036173
2017-01-19,"housewares",2,509.8,2.60271895297598
2017-01-19,"sports_leisure",2,698.99,3.5606184489044
2017-01-19,"telephony",1,6.9,3.52196904064389
2017-01-19,"toys",1,34.9,1.43950280671271
2017-01-20,"auto",3,689.7,3.59959666417174
2017-01-20,"baby",1,19.99,1.89692014137943
2017-01-20,"bed_bath_table",1,124.9,2.42962798333006
2017-01-20,"cool_stuff",4,851.1,2.77280365898567
2017-01-20,"electronics",1,249.9,1.53680349203128
2017-01-20,"furniture_decor",11,629.18,9.4907436844043
2017-01-20,"garden_tools",1,105.99,0.775206246446716
2017-01-20,"health_beauty",4,649.6,3.66077948069279
2017-01-20,"sports_leisure",16,460.15,3.39729729598787
2017-01-21,"auto",1,19,3.19270339661196
2017-01-21,"bed_bath_table",5,619.5,1.88434562717029
2017-01-21,"computers_accessories",1,19.9,0.557898749119027
2017-01-21,"cool_stuff",1,15.8,2.30007380015995
2017-01-21,"electronics",1,11.5,1.06870937166214
2017-01-21,"furniture_decor",34,1330.38,4.36097949879819
2017-01-21,"health_beauty",1,28.9,2.17674186828916
2017-01-21,"sports_leisure",2,126.89,2.27253991295826
2017-01-22,"baby",1,40,1.79223719495621
2017-01-22,"bed_bath_table",2,149.4,3.03106408448634
2017-01-22,"electronics",1,11.5,1.38371503665254
2017-01-22,"furniture_decor",10,776.58,9.97589880805506
2017-01-22,"garden_tools",7,549.39,1.59088934807542
2017-01-22,"health_beauty",6,1080.58,3.80334912275086
2017-01-22,"housewares",1,14.5,5.33123123358004
2017-01-22,"sports_leisure",1,113,3.62781626482931
2017-01-22,"toys",3,197.88,0.711578050139529
2017-01-23,"auto",2,770.39,3.99588561272927
2017-01-23,"bed_bath_table",4,299.6,6.640994660576
2017-01-23,"computers_accessories",2,47.89,2.49205718062582
2017-01-23,"cool_stuff",6,234,3.43441577088837
2017-01-23,"furniture_decor",23,397.98,13.7682238067581
2017-01-23,"garden_tools",8,1413.93,11.0408974502816
2017-01-23,"health_beauty",8,1230.29,5.93727056932905
2017-01-23,"housewares",3,521.55,5.0876117889498
2017-01-23,"sports_leisure",3,1172.36,7.15667032207191
2017-01-23,"telephony",1,17.95,5.45112101746394
2017-01-23,"toys",2,132.89,3.57455837574436
2017-01-24,"auto",11,2126.5,3.00536824767143
2017-01-24,"baby",2,186.89,1.83235424953497
2017-01-24,"bed_bath_table",2,89.9,5.25477753171852
2017-01-24,"computers_accessories",1,99,3.17505339901955
2017-01-24,"cool_stuff",1,164.89,3.03045683966181
2017-01-24,"furniture_decor",7,369.74,9.3070196856966
2017-01-24,"garden_tools",3,202.99,9.27322846177421
2017-01-24,"health_beauty",6,855.79,3.49401947168014
2017-01-24,"housewares",3,284.79,4.43176738971231
2017-01-24,"perfumery",1,59.9,3.97303684952701
2017-01-24,"sports_leisure",3,498.9,5.76095403751656
2017-01-24,"toys",6,1116.94,2.19853829851788
2017-01-25,"auto",3,458.19,3.39960830410658
2017-01-25,"bed_bath_table",2,179.8,4.37382427133671
2017-01-25,"computers_accessories",3,67.8,1.98274042663881
2017-01-25,"cool_stuff",7,2224.89,2.37587888140099
2017-01-25,"furniture_decor",8,761.09,7.11051351372936
2017-01-25,"garden_tools",3,311.79,6.66862612457399
2017-01-25,"health_beauty",12,666.75,4.4110904850128
2017-01-25,"housewares",2,80.4,3.95202809861738
2017-01-25,"perfumery",5,1153.5,4.59994487125006
2017-01-25,"sports_leisure",24,809.89,4.15162572303535
2017-01-25,"telephony",3,702.88,3.46072705399194
2017-01-25,"toys",4,613.78,2.10276905557857
2017-01-26,"auto",3,217.68,2.97300119357132
2017-01-26,"baby",11,419.3,1.89205923666076
2017-01-26,"bed_bath_table",5,351.9,4.30433586481622
2017-01-26,"computers_accessories",1,48.9,1.77785446219008
2017-01-26,"cool_stuff",6,825.69,2.24937931929193
2017-01-26,"furniture_decor",17,1462.18,7.27627853635877
2017-01-26,"garden_tools",5,546.97,5.15209033881239
2017-01-26,"health_beauty",10,657.99,3.56169008520544
2017-01-26,"housewares",5,457.35,3.65901031151861
2017-01-26,"perfumery",7,1579.3,4.13192580961413
2017-01-26,"sports_leisure",18,4024.82,3.80377102004342
2017-01-26,"telephony",4,52,3.40538051133091
2017-01-26,"toys",2,71.65,1.05049713155694
2017-01-26,"watches_gifts",1,1299,0.289135534096466
2017-01-27,"baby",4,1283.98,1.31703271025238
2017-01-27,"bed_bath_table",2,154.89,3.74744523755619
2017-01-27,"computers_accessories",16,2423.59,0.923025335061715
2017-01-27,"cool_stuff",12,549.88,2.39203593942583
2017-01-27,"furniture_decor",11,1452.5,3.54902651190303
2017-01-27,"garden_tools",2,184.99,-0.227478556020847
2017-01-27,"health_beauty",5,604.34,3.47423492356535
2017-01-27,"perfumery",4,207.6,3.38120263532626
2017-01-27,"sports_leisure",8,665.19,4.87462901022997
2017-01-27,"telephony",1,49,3.15704897417963
2017-01-27,"toys",4,456.87,0.526690954259909
2017-01-27,"watches_gifts",1,1299,0.289108748012728
2017-01-28,"auto",2,347.2,2.63127102199484
2017-01-28,"baby",2,704,0.70016681998777
2017-01-28,"bed_bath_table",2,118.8,3.53937737363988
2017-01-28,"cool_stuff",2,1033.89,1.59058730122693
2017-01-28,"electronics",1,59.9,1.84435333946039
2017-01-28,"furniture_decor",2,449.98,1.87193565990643
2017-01-28,"garden_tools",2,177.79,1.56309554211799
2017-01-28,"health_beauty",2,679.8,2.04727269904721
2017-01-28,"housewares",3,90,3.99919023052479
2017-01-28,"perfumery",1,489.9,2.3926152635672
2017-01-28,"sports_leisure",3,213.5,3.63537013686121
2017-01-28,"telephony",3,160.97,1.99066113404545
2017-01-28,"toys",2,111.98,-0.378003347306194
2017-01-29,"baby",1,1934,0.947806982522658
2017-01-29,"bed_bath_table",3,269.79,5.05981433721528
2017-01-29,"computers_accessories",1,26.9,0.647341222156629
2017-01-29,"furniture_decor",17,1084.8,2.12314386027283
2017-01-29,"garden_tools",1,110,1.63949935056423
2017-01-29,"health_beauty",3,182.8,3.32860120136207
2017-01-29,"housewares",12,402.54,4.02847400134363
2017-01-29,"perfumery",18,1098.2,3.92499030470884
2017-01-29,"sports_leisure",4,385.3,4.04774306957013
2017-01-29,"toys",2,259.98,0.902703473511485
2017-01-29,"watches_gifts",1,222.4,0.423387655699797
2017-01-30,"auto",4,596.2,3.10868597252604
2017-01-30,"baby",4,554.88,1.35923926242254
2017-01-30,"bed_bath_table",8,775.79,4.94883993275934
2017-01-30,"computers_accessories",7,1196.3,2.78976160053434
2017-01-30,"cool_stuff",2,318.99,2.05724876247445
2017-01-30,"furniture_decor",12,1672.8,7.26943352119015
2017-01-30,"garden_tools",122,6199.8,5.02410524730146
2017-01-30,"health_beauty",9,1296.38,3.89506384147576
2017-01-30,"housewares",3,249.6,2.62601624820848
2017-01-30,"perfumery",2,449.8,5.4531632649082
2017-01-30,"sports_leisure",3,332.98,7.22712119775957
2017-01-30,"telephony",7,150.66,3.34305074661168
2017-01-30,"toys",2,384.98,0.798433835760875
2017-01-31,"auto",2,99.98,2.0302563721038
2017-01-31,"baby",11,504.99,2.70222146384023
2017-01-31,"bed_bath_table",6,449.49,4.67324221894685
2017-01-31,"computers_accessories",1,51.9,2.36743641940758
2017-01-31,"cool_stuff",3,372.09,2.36301576383411
2017-01-31,"furniture_decor",26,1626.87,5.30228790865654
2017-01-31,"garden_tools",1,255.9,5.21795494897741
2017-01-31,"health_beauty",8,1272.34,4.34837834939116
2017-01-31,"housewares",1,44.5,4.20937687315999
2017-01-31,"perfumery",3,219.7,3.71265322183864
2017-01-31,"sports_leisure",8,778.18,6.1385750769515
2017-01-31,"telephony",4,430.96,3.26453689172959
2017-01-31,"toys",1,66.99,1.7795546253717
2017-01-31,"watches_gifts",2,3441.95,0.622334754661923
2017-02-01,"auto",2,411,2.88822496831902
2017-02-01,"baby",2,70,1.58117326137041
2017-02-01,"bed_bath_table",4,205.7,4.64676846621548
2017-02-01,"computers_accessories",9,1005.54,2.1202800038727
2017-02-01,"cool_stuff",5,1457.7,1.20720563359924
2017-02-01,"furniture_decor",7,875.36,3.38665291116217
2017-02-01,"garden_tools",3,135.9,6.28102891765076
2017-02-01,"health_beauty",8,1429.17,4.43545401054102
2017-02-01,"perfumery",3,172.7,5.37550718788025
2017-02-01,"sports_leisure",4,529.89,5.57723482188679
2017-02-01,"telephony",3,175.97,3.94780749204875
2017-02-01,"toys",3,226.88,2.77154025501553
2017-02-01,"watches_gifts",2,298,0.54915906228449
2017-02-02,"auto",1,59.9,2.40849997066351
2017-02-02,"bed_bath_table",1,109.99,4.91461239778147
2017-02-02,"computers_accessories",2,236.8,3.28296988451544
2017-02-02,"cool_stuff",7,1192.27,2.23416410082754
2017-02-02,"furniture_decor",10,676.34,7.08177404353426
2017-02-02,"garden_tools",3,262.9,6.35831734813254
2017-02-02,"health_beauty",9,1215.38,4.55593867003648
2017-02-02,"perfumery",4,239.6,3.64993303404861
2017-02-02,"sports_leisure",6,769.5,5.39237234470988
2017-02-02,"telephony",10,366.37,3.56195503206788
2017-02-02,"toys",2,224.99,1.18217927953308
2017-02-02,"watches_gifts",3,798.97,0.540082029699133
2017-02-03,"auto",1,379,2.89633222867086
2017-02-03,"bed_bath_table",3,191.8,4.88643936373162
2017-02-03,"computers_accessories",1,26.9,1.86314561557595
2017-02-03,"cool_stuff",2,171.39,1.71137400868619
2017-02-03,"furniture_decor",13,1314.77,6.5835302856486
2017-02-03,"health_beauty",8,1452.37,3.71232418072331
2017-02-03,"perfumery",6,449.4,4.9752767620239
2017-02-03,"sports_leisure",6,573.87,5.71547924844541
2017-02-03,"telephony",2,958.89,3.25966932418226
2017-02-03,"toys",5,1558.78,2.73581189970339
2017-02-03,"watches_gifts",4,399.78,0.612180811660909
2017-02-04,"auto",3,313.38,2.75358138689104
2017-02-04,"baby",1,79.9,0.853648440655173
2017-02-04,"bed_bath_table",3,309.8,4.97877643593431
2017-02-04,"computers_accessories",3,126.79,-0.118024783396222
2017-02-04,"cool_stuff",3,339.88,1.94172340485358
2017-02-04,"furniture_decor",9,814.29,3.76519934207684
2017-02-04,"garden_tools",3,449.7,7.26568659867952
2017-02-04,"health_beauty",17,3558.75,3.67364003031208
2017-02-04,"housewares",2,86.8,0.488727140902549
2017-02-04,"perfumery",5,449.5,3.23632859251557
2017-02-04,"sports_leisure",5,516.98,4.15499106229886
2017-02-04,"telephony",2,208,1.97547002892293
2017-02-04,"toys",2,229.89,0.967558032884339
2017-02-04,"watches_gifts",1,239,0.425582451705389
2017-02-05,"auto",4,304.51,2.17101948230021
2017-02-05,"baby",3,150,0.845884854367695
2017-02-05,"bed_bath_table",10,1183.87,4.18042531516775
2017-02-05,"cool_stuff",1,119.99,0.529297368110013
2017-02-05,"furniture_decor",17,1755.49,5.00293826805745
2017-02-05,"garden_tools",2,75.9,5.30373204059519
2017-02-05,"health_beauty",11,1606.45,4.42122761406414
2017-02-05,"perfumery",1,59.9,3.54926835389731
2017-02-05,"sports_leisure",8,837.53,5.17631185019986
2017-02-05,"telephony",5,325.95,2.14871839446468
2017-02-05,"watches_gifts",1,24.9,0.546246476579254
2017-02-06,"auto",5,542.29,3.1494931564714
2017-02-06,"bed_bath_table",10,955.29,5.06790498006531
2017-02-06,"computers_accessories",4,89.55,2.77944239378049
2017-02-06,"cool_stuff",6,1477.76,1.87901390034312
2017-02-06,"furniture_decor",8,876.52,6.27939068257288
2017-02-06,"garden_tools",1,35,4.65950243665185
2017-02-06,"health_beauty",17,1290.87,4.78963841781673
2017-02-06,"housewares",4,386.7,4.23901681710676
2017-02-06,"perfumery",2,609.8,4.29336992144172
2017-02-06,"sports_leisure",11,829.17,7.08415364975946
2017-02-06,"telephony",9,584.92,2.63568002481182
2017-02-06,"toys",3,313.79,1.16702166874682
2017-02-06,"watches_gifts",1,239,0.594754633605237
2017-02-07,"auto",12,1328.9,3.10723071711501
2017-02-07,"baby",3,279.89,1.6605765917379
2017-02-07,"bed_bath_table",10,692.99,5.43156572009381
2017-02-07,"computers_accessories",6,873.29,2.28214615369554
2017-02-07,"cool_stuff",4,492.68,3.610444659274
2017-02-07,"electronics",2,106.95,2.43381985346478
2017-02-07,"furniture_decor",14,1159.49,7.67216355489066
2017-02-07,"garden_tools",1,389,5.0290377127049
2017-02-07,"health_beauty",9,464.98,4.20512459780023
2017-02-07,"perfumery",3,438.7,4.2478240443732
2017-02-07,"sports_leisure",22,2159.15,7.03249827803342
2017-02-07,"telephony",15,2021.76,2.58103823327653
2017-02-07,"toys",3,344.93,1.37532575165694
2017-02-07,"watches_gifts",3,1866.04,0.584594088748403
2017-02-08,"auto",5,1245.2,3.65012895576641
2017-02-08,"baby",3,207.8,1.18126112800064
2017-02-08,"bed_bath_table",8,474.82,5.87898976625457
2017-02-08,"computers_accessories",3,305.8,1.97669163673633
2017-02-08,"cool_stuff",1,239.99,2.17996548213964
2017-02-08,"electronics",1,39.9,2.54307962380072
2017-02-08,"furniture_decor",10,936.24,4.59882497305474
2017-02-08,"garden_tools",1,449.9,7.83170619152441
2017-02-08,"health_beauty",11,983.11,6.04418971520781
2017-02-08,"housewares",5,486.59,3.98738359597572
2017-02-08,"perfumery",2,659.8,4.74661147685429
2017-02-08,"sports_leisure",16,1087.9,7.08768862375973
2017-02-08,"telephony",2,29.78,3.81570693439185
2017-02-08,"toys",4,249.75,2.57688785359997
2017-02-08,"watches_gifts",1,1323,0.900650531909089
2017-02-09,"auto",7,1500.68,3.29735182413579
2017-02-09,"baby",1,23.9,0.345850989728829
2017-02-09,"bed_bath_table",6,845.6,4.75519103945036
2017-02-09,"computers_accessories",4,334.9,2.52337355564242
2017-02-09,"cool_stuff",4,510.43,2.06150556762177
2017-02-09,"furniture_decor",8,800.44,7.09530765251726
2017-02-09,"garden_tools",2,236.99,5.19782016394531
2017-02-09,"health_beauty",6,485.58,5.36677856110019
2017-02-09,"housewares",9,428.9,4.4701989886183
2017-02-09,"perfumery",3,689.7,3.02168036190819
2017-02-09,"sports_leisure",7,459.88,6.32055835497719
2017-02-09,"telephony",6,170.78,11.1377060267327
2017-02-09,"toys",2,88.3,2.7885253749392
2017-02-10,"auto",8,969.83,3.82365121627201
2017-02-10,"baby",1,175.9,1.93172323515987
2017-02-10,"bed_bath_table",9,1346.19,4.76590839738251
2017-02-10,"computers_accessories",6,4091.78,2.20202837215243
2017-02-10,"cool_stuff",2,504.99,2.05279987949332
2017-02-10,"furniture_decor",9,260.1,6.68163418363379
2017-02-10,"garden_tools",4,1035.89,2.52938717126915
2017-02-10,"health_beauty",5,849.79,5.64141713886203
2017-02-10,"housewares",3,630.5,5.81007846828594
2017-02-10,"perfumery",1,379.9,2.67947805911107
2017-02-10,"sports_leisure",6,327.89,4.35765229162625
2017-02-10,"telephony",4,408.95,1.95470633796207
2017-02-10,"toys",4,436.78,1.99299145253565
2017-02-10,"watches_gifts",3,1685.73,0.661490947944843
2017-02-11,"baby",1,50,0.514726753024191
2017-02-11,"bed_bath_table",4,132.7,3.66452689512351
2017-02-11,"computers_accessories",4,110.6,-0.633332923649679
2017-02-11,"furniture_decor",9,788.99,2.19149898539651
2017-02-11,"health_beauty",3,218.79,4.64952233048873
2017-02-11,"housewares",10,528,2.23650215569331
2017-02-11,"perfumery",1,9.9,2.58491283447985
2017-02-11,"sports_leisure",6,487.68,3.68869732195846
2017-02-11,"telephony",4,405.85,0.382439369881988
2017-02-11,"toys",4,272.69,1.28096514946873
2017-02-12,"auto",1,9.99,3.1048183045503
2017-02-12,"baby",2,225.9,0.496017926732718
2017-02-12,"bed_bath_table",6,664.1,3.77811481353082
2017-02-12,"computers_accessories",2,119.9,-1.14856628271215
2017-02-12,"cool_stuff",1,385,2.2010660749611
2017-02-12,"electronics",4,161.7,2.07145493283105
2017-02-12,"furniture_decor",6,374.79,5.92467121988
2017-02-12,"garden_tools",4,475.19,5.24890294852403
2017-02-12,"health_beauty",3,670.8,5.57445824581365
2017-02-12,"housewares",4,6826.7,2.80500469556362
2017-02-12,"perfumery",3,649.7,2.1238121540175
2017-02-12,"sports_leisure",4,124.39,4.41541569977689
2017-02-12,"telephony",3,82.88,1.66846458128844
2017-02-12,"toys",3,1913.88,1.50301731128744
2017-02-13,"auto",7,1320.77,3.62633654457768
2017-02-13,"baby",3,229.9,1.48663465977676
2017-02-13,"bed_bath_table",11,808,6.04777711941536
2017-02-13,"computers_accessories",6,487.8,2.56590693217822
2017-02-13,"cool_stuff",2,205.98,2.61010096536586
2017-02-13,"furniture_decor",14,993.58,8.31525045962068
2017-02-13,"garden_tools",4,455,3.8244072095003
2017-02-13,"health_beauty",5,1000.47,6.80322716881306
2017-02-13,"housewares",2,243.9,6.25579705773296
2017-02-13,"perfumery",3,839.79,3.51746814663795
2017-02-13,"sports_leisure",3,1808.95,5.67345093433076
2017-02-13,"telephony",3,106.98,2.41566406773511
2017-02-13,"toys",9,459.4,1.06802301473877
2017-02-14,"auto",3,659.1,3.25177537457464
2017-02-14,"baby",3,224.07,5.30521457861361
2017-02-14,"bed_bath_table",18,2576.38,6.16233524985008
2017-02-14,"computers_accessories",9,1226.56,1.96194718581206
2017-02-14,"cool_stuff",3,620.05,3.34241760040345
2017-02-14,"electronics",4,580,2.61182560553193
2017-02-14,"furniture_decor",13,1311.57,8.91973493910926
2017-02-14,"garden_tools",5,826.89,5.65396432148788
2017-02-14,"health_beauty",3,960.59,5.4740623281626
2017-02-14,"housewares",2,175.9,5.25064607110936
2017-02-14,"perfumery",2,389.8,3.27619686971945
2017-02-14,"sports_leisure",9,769.48,6.31919734782878
2017-02-14,"telephony",3,175.97,3.52246353853442
2017-02-14,"toys",2,94.39,2.54126569768223
2017-02-15,"auto",3,434.97,4.25009851759038
2017-02-15,"baby",2,109.67,2.09824451735019
2017-02-15,"bed_bath_table",8,682.18,5.8849049260153
2017-02-15,"computers_accessories",1,159.99,2.57855527349943
2017-02-15,"cool_stuff",3,279.88,2.46838853111015
2017-02-15,"furniture_decor",13,976.72,7.91738163718102
2017-02-15,"garden_tools",6,1234.78,4.40298145986076
2017-02-15,"health_beauty",7,1309.17,6.33352737096438
2017-02-15,"housewares",1,16.8,4.96531868106992
2017-02-15,"perfumery",1,100,2.72556699058127
2017-02-15,"sports_leisure",3,213.8,5.74504464627346
2017-02-15,"telephony",1,14.9,3.369951396901
2017-02-15,"toys",2,99.8,1.6703068050204
2017-02-16,"auto",1,59.9,3.31890931192915
2017-02-16,"baby",2,75,1.39870520495284
2017-02-16,"bed_bath_table",8,754.74,4.91621408839908
2017-02-16,"computers_accessories",5,493.8,3.49224319388372
2017-02-16,"cool_stuff",1,219.99,2.92736607069465
2017-02-16,"furniture_decor",11,556.09,9.20515572865435
2017-02-16,"garden_tools",3,326.79,5.78542875256942
2017-02-16,"health_beauty",5,683.51,6.2953018863681
2017-02-16,"housewares",4,732.59,5.13998040571372
2017-02-16,"sports_leisure",4,822.9,5.89596343754493
2017-02-16,"telephony",5,204.59,5.35496282886146
2017-02-16,"toys",2,194.8,2.80905299588352
2017-02-16,"watches_gifts",1,239,1.17373686206519
2017-02-17,"auto",4,588.97,3.31279055989048
2017-02-17,"bed_bath_table",11,1031.05,4.13723404934485
2017-02-17,"computers_accessories",3,135.8,3.29845751868308
2017-02-17,"cool_stuff",3,179.86,3.09795853415108
2017-02-17,"electronics",1,75,2.07843621953335
2017-02-17,"furniture_decor",18,1522.44,7.90139323329325
2017-02-17,"garden_tools",3,1221.99,2.71611683609004
2017-02-17,"housewares",9,589.1,6.58179098108652
2017-02-17,"perfumery",1,58.9,3.88901307754742
2017-02-17,"sports_leisure",2,69.74,5.67520678967369
2017-02-17,"telephony",5,205.88,4.77815983771536
2017-02-17,"watches_gifts",1,199,1.34936409211796
2017-02-18,"auto",4,538.69,3.22874667298252
2017-02-18,"baby",1,16.77,1.23092981599025
2017-02-18,"bed_bath_table",6,712.67,2.01139810902103
2017-02-18,"computers_accessories",8,336.2,1.85580400995498
2017-02-18,"cool_stuff",4,498.97,2.22050972793623
2017-02-18,"furniture_decor",5,341.59,4.49504876864328
2017-02-18,"garden_tools",17,1990.49,1.9782257187691
2017-02-18,"health_beauty",2,494.89,4.95134543792257
2017-02-18,"housewares",2,118.9,5.26002627991013
2017-02-18,"perfumery",1,197.9,1.35813588493907
2017-02-18,"sports_leisure",2,203.89,3.51189787437803
2017-02-18,"telephony",9,289.86,3.01509368872685
2017-02-18,"toys",4,938.78,0.421014424064232
2017-02-19,"auto",3,464.7,2.36336235763163
2017-02-19,"bed_bath_table",2,193.98,2.32347835096961
2017-02-19,"computers_accessories",3,144.66,-0.0698110187374379
2017-02-19,"cool_stuff",1,75.99,2.76070505548129
2017-02-19,"furniture_decor",9,449.09,7.36804874330031
2017-02-19,"health_beauty",6,220.27,5.54985904567262
2017-02-19,"housewares",3,235.07,3.95563736652826
2017-02-19,"sports_leisure",2,67.98,4.79017984729203
2017-02-19,"telephony",5,227.38,3.15619904935249
2017-02-19,"toys",2,414.89,1.23741216396025
2017-02-19,"watches_gifts",1,318.33,1.10008143166329
2017-02-20,"auto",6,330.06,2.91668233043934
2017-02-20,"baby",3,179.7,2.37780563971004
2017-02-20,"bed_bath_table",7,507.7,4.82344595705217
2017-02-20,"computers_accessories",10,495.04,3.37310172761051
2017-02-20,"cool_stuff",1,598.4,2.85810848086997
2017-02-20,"electronics",1,117,2.82682834147168
2017-02-20,"furniture_decor",10,687.7,11.2953437487782
2017-02-20,"garden_tools",4,2028.89,3.92894774913318
2017-02-20,"health_beauty",11,1011.13,8.45626774885103
2017-02-20,"housewares",2,54.98,6.76236057555239
2017-02-20,"perfumery",2,236.8,3.19301491370556
2017-02-20,"sports_leisure",4,410.98,7.64401424996973
2017-02-20,"telephony",6,207.65,13.8230457923057
2017-02-20,"toys",4,215.24,2.50681240294694
2017-02-20,"watches_gifts",1,139.9,1.38152822648515
2017-02-21,"auto",4,416.14,8.49270717020403
2017-02-21,"bed_bath_table",3,500.89,5.51396233565034
2017-02-21,"computers_accessories",4,270.69,15.6458507202733
2017-02-21,"electronics",1,169,2.97276154260265
2017-02-21,"furniture_decor",4,225.14,15.3046238094292
2017-02-21,"garden_tools",1,100,3.53600044200357
2017-02-21,"health_beauty",1,636,7.66933858622752
2017-02-21,"housewares",18,894.4,6.98780833623537
2017-02-21,"sports_leisure",3,1029.7,9.32168302495281
2017-02-21,"telephony",6,145.73,5.40257975483043
2017-02-21,"toys",4,201.3,3.24935451138332
2017-02-22,"auto",3,564.7,3.60213386165015
2017-02-22,"bed_bath_table",6,659.49,4.90367933054016
2017-02-22,"computers_accessories",2,86.8,3.30350401411411
2017-02-22,"cool_stuff",4,1512.99,3.25892451038787
2017-02-22,"furniture_decor",18,979.41,8.45080788964783
